Date Time,SPD10-DK ,TMP10-DK ,DEW PT.  ,RAIN 
2023-04-01 00:00:00,11.0,59.5,52.4,0.0
2023-04-01 01:00:00,14.7,59.9,53.3,0.0
2023-04-01 02:00:00,12.7,59.7,55.3,0.0
2023-04-01 03:00:00,12.8,60.4,56.2,0.0
2023-04-01 04:00:00,16.3,60.4,56.6,0.0
2023-04-01 05:00:00,13.6,60.6,56.4,0.0
2023-04-01 06:00:00,14.5,62.3,56.5,0.0
2023-04-01 07:00:00,17.0,63.2,56.9,0.01
2023-04-01 08:00:00,16.6,63.6,57.4,0.0
2023-04-01 09:00:00,10.5,63.3,57.9,0.01
2023-04-01 10:00:00,2.5,60.5,57.8,0.08
2023-04-01 11:00:00,6.5,60.1,55.0,0.02
2023-04-01 12:00:00,8.0,61.2,56.2,0.01
2023-04-01 13:00:00,8.2,67.3,52.2,0.0
2023-04-01 14:00:00,10.2,72.0,43.7,0.0
2023-04-01 15:00:00,17.6,72.3,50.8,0.0
2023-04-01 16:00:00,15.8,74.7,45.9,0.0
2023-04-01 17:00:00,16.1,74.0,51.2,0.0
2023-04-01 18:00:00,10.2,73.8,43.3,0.0
2023-04-01 19:00:00,17.5,64.8,42.3,0.0
2023-04-01 20:00:00,14.7,57.6,42.0,0.0
2023-04-01 21:00:00,11.1,51.9,39.8,0.0
2023-04-01 22:00:00,13.4,48.4,34.3,0.0
2023-04-01 23:00:00,8.7,47.4,30.5,0.0
2023-04-02 00:00:00,14.1,47.4,30.0,0.0
2023-04-02 01:00:00,8.5,47.3,30.5,0.0
2023-04-02 02:00:00,8.4,47.2,31.4,0.0
2023-04-02 03:00:00,8.5,46.8,31.6,0.0
2023-04-02 04:00:00,7.6,46.1,31.9,0.0
2023-04-02 05:00:00,10.6,46.3,31.1,0.0
2023-04-02 06:00:00,7.8,46.1,32.1,0.0
2023-04-02 07:00:00,12.2,44.8,31.4,0.0
2023-04-02 08:00:00,12.3,42.8,30.7,0.0
2023-04-02 09:00:00,13.4,42.1,28.6,0.0
2023-04-02 10:00:00,11.2,42.7,27.7,0.0
2023-04-02 11:00:00,10.5,44.7,27.0,0.0
2023-04-02 12:00:00,10.1,46.3,25.8,0.0
2023-04-02 13:00:00,8.3,48.6,26.0,0.0
2023-04-02 14:00:00,8.3,49.7,24.3,0.0
2023-04-02 15:00:00,8.1,50.9,24.7,0.0
2023-04-02 16:00:00,5.7,52.1,24.9,0.0
2023-04-02 17:00:00,6.7,52.8,24.8,0.0
2023-04-02 18:00:00,5.2,53.4,24.1,0.0
2023-04-02 19:00:00,2.4,53.3,25.4,0.0
2023-04-02 20:00:00,2.3,51.4,25.0,0.0
2023-04-02 21:00:00,1.3,46.7,30.9,0.0
2023-04-02 22:00:00,2.5,43.0,28.5,0.0
2023-04-02 23:00:00,1.7,41.2,29.7,0.0
2023-04-03 00:00:00,1.1,39.5,30.0,0.0
2023-04-03 01:00:00,1.0,39.6,28.0,0.0
2023-04-03 02:00:00,1.6,39.3,29.2,0.0
2023-04-03 03:00:00,2.5,40.2,27.6,0.0
2023-04-03 04:00:00,1.6,36.2,27.8,0.0
2023-04-03 05:00:00,1.2,36.3,30.0,0.0
2023-04-03 06:00:00,1.4,35.2,27.3,0.0
2023-04-03 07:00:00,1.0,35.1,28.4,0.0
2023-04-03 08:00:00,3.7,40.3,32.8,0.0
2023-04-03 09:00:00,9.7,46.5,37.2,0.0
2023-04-03 10:00:00,14.1,50.1,40.8,0.0
2023-04-03 11:00:00,11.5,53.1,42.1,0.0
2023-04-03 12:00:00,12.7,57.1,42.2,0.0
2023-04-03 13:00:00,12.2,61.6,41.9,0.0
2023-04-03 14:00:00,16.0,64.7,40.5,0.0
2023-04-03 15:00:00,15.4,67.8,41.3,0.0
2023-04-03 16:00:00,13.4,68.8,41.6,0.0
2023-04-03 17:00:00,14.9,69.6,41.4,0.0
2023-04-03 18:00:00,15.3,69.4,42.2,0.0
2023-04-03 19:00:00,10.6,68.4,44.0,0.0
2023-04-03 20:00:00,7.5,67.7,44.8,0.0
2023-04-03 21:00:00,10.5,67.1,44.9,0.0
2023-04-03 22:00:00,9.6,66.2,44.3,0.0
2023-04-03 23:00:00,8.8,64.3,44.9,0.0
2023-04-04 00:00:00,7.4,62.6,44.9,0.0
2023-04-04 01:00:00,7.6,61.5,44.6,0.0
2023-04-04 02:00:00,7.7,59.9,44.7,0.0
2023-04-04 03:00:00,4.5,58.0,45.0,0.0
2023-04-04 04:00:00,5.8,57.5,45.9,0.0
2023-04-04 05:00:00,4.0,57.0,46.5,0.0
2023-04-04 06:00:00,5.8,57.0,47.5,0.0
2023-04-04 07:00:00,3.1,54.2,47.0,0.0
2023-04-04 08:00:00,5.8,56.8,48.8,0.0
2023-04-04 09:00:00,7.0,59.1,50.0,0.0
2023-04-04 10:00:00,7.6,61.9,50.6,0.0
2023-04-04 11:00:00,5.3,65.9,50.8,0.0
2023-04-04 12:00:00,3.6,69.2,50.3,0.0
2023-04-04 13:00:00,3.7,71.8,49.7,0.0
2023-04-04 14:00:00,5.6,74.1,48.1,0.0
2023-04-04 15:00:00,6.9,75.9,46.0,0.0
2023-04-04 16:00:00,8.5,78.0,47.3,0.0
2023-04-04 17:00:00,8.6,78.9,48.1,0.0
2023-04-04 18:00:00,8.2,79.1,49.6,0.0
2023-04-04 19:00:00,5.0,79.0,50.6,0.0
2023-04-04 20:00:00,4.7,76.4,51.6,0.0
2023-04-04 21:00:00,5.0,74.9,52.0,0.0
2023-04-04 22:00:00,3.5,72.9,52.3,0.0
2023-04-04 23:00:00,5.9,71.7,52.5,0.0
2023-04-05 00:00:00,4.9,69.8,55.4,0.0
2023-04-05 01:00:00,4.2,67.5,56.9,0.0
2023-04-05 02:00:00,5.1,66.5,58.2,0.0
2023-04-05 03:00:00,2.9,63.1,56.6,0.0
2023-04-05 04:00:00,1.4,60.6,55.5,0.0
2023-04-05 05:00:00,1.9,58.1,53.9,0.0
2023-04-05 06:00:00,1.6,56.8,53.4,0.0
2023-04-05 07:00:00,1.4,56.0,52.7,0.0
2023-04-05 08:00:00,2.6,55.0,53.4,0.0
2023-04-05 09:00:00,4.0,65.0,59.4,0.0
2023-04-05 10:00:00,9.3,69.3,60.1,0.0
2023-04-05 11:00:00,7.9,73.8,60.9,0.0
2023-04-05 12:00:00,10.8,77.3,61.9,0.0
2023-04-05 13:00:00,13.1,81.2,61.5,0.0
2023-04-05 14:00:00,14.5,84.4,59.6,0.0
2023-04-05 15:00:00,17.0,85.4,58.6,0.0
2023-04-05 16:00:00,15.8,85.1,58.9,0.0
2023-04-05 17:00:00,16.9,85.3,59.3,0.0
2023-04-05 18:00:00,15.6,84.7,59.3,0.0
2023-04-05 19:00:00,15.6,83.3,59.8,0.0
2023-04-05 20:00:00,12.9,82.3,59.0,0.0
2023-04-05 21:00:00,12.3,81.5,59.2,0.0
2023-04-05 22:00:00,13.0,80.2,60.3,0.0
2023-04-05 23:00:00,12.8,79.1,60.8,0.0
2023-04-06 00:00:00,13.7,78.0,61.0,0.0
2023-04-06 01:00:00,4.0,77.2,61.5,0.0
2023-04-06 02:00:00,3.3,73.1,61.8,0.0
2023-04-06 03:00:00,2.2,70.4,61.2,0.0
2023-04-06 04:00:00,2.8,68.8,61.5,0.0
2023-04-06 05:00:00,1.8,67.6,60.7,0.0
2023-04-06 06:00:00,1.2,64.6,59.7,0.0
2023-04-06 07:00:00,1.8,64.1,60.0,0.0
2023-04-06 08:00:00,1.5,63.9,59.7,0.0
2023-04-06 09:00:00,2.4,67.0,61.7,0.0
2023-04-06 10:00:00,2.3,73.2,60.1,0.0
2023-04-06 11:00:00,2.5,75.4,59.6,0.0
2023-04-06 12:00:00,5.6,79.2,59.3,0.0
2023-04-06 13:00:00,6.0,80.2,58.8,0.0
2023-04-06 14:00:00,5.5,81.2,58.7,0.0
2023-04-06 15:00:00,5.9,81.6,58.3,0.0
2023-04-06 16:00:00,5.6,81.9,58.3,0.0
2023-04-06 17:00:00,7.6,80.0,58.2,0.0
2023-04-06 18:00:00,10.6,71.1,58.4,0.0
2023-04-06 19:00:00,11.1,66.8,53.7,0.02
2023-04-06 20:00:00,12.4,63.1,50.8,0.02
2023-04-06 21:00:00,8.2,61.7,48.8,0.0
2023-04-06 22:00:00,7.6,60.3,39.1,0.0
2023-04-06 23:00:00,8.2,58.6,33.5,0.0
2023-04-07 00:00:00,9.9,56.7,30.6,0.0
2023-04-07 01:00:00,6.9,55.1,31.6,0.0
2023-04-07 02:00:00,7.7,54.3,31.9,0.0
2023-04-07 03:00:00,7.0,53.9,33.1,0.0
2023-04-07 04:00:00,4.7,53.6,32.0,0.0
2023-04-07 05:00:00,6.4,53.2,31.0,0.0
2023-04-07 06:00:00,7.7,52.9,30.2,0.0
2023-04-07 07:00:00,8.3,52.1,30.0,0.0
2023-04-07 08:00:00,7.1,52.1,28.8,0.0
2023-04-07 09:00:00,8.9,51.3,26.3,0.0
2023-04-07 10:00:00,7.5,50.9,26.0,0.0
2023-04-07 11:00:00,4.8,51.0,27.0,0.0
2023-04-07 12:00:00,5.5,51.9,28.3,0.0
2023-04-07 13:00:00,6.7,51.6,25.2,0.0
2023-04-07 14:00:00,6.2,51.6,23.0,0.0
2023-04-07 15:00:00,4.5,52.0,25.6,0.0
2023-04-07 16:00:00,3.2,52.0,24.6,0.0
2023-04-07 17:00:00,2.3,52.7,23.3,0.0
2023-04-07 18:00:00,1.4,52.7,24.9,0.0
2023-04-07 19:00:00,1.3,52.6,28.2,0.0
2023-04-07 20:00:00,3.4,52.1,24.0,0.0
2023-04-07 21:00:00,0.8,51.3,26.0,0.0
2023-04-07 22:00:00,1.9,48.9,28.0,0.0
2023-04-07 23:00:00,1.5,48.2,31.7,0.0
2023-04-08 00:00:00,2.3,48.3,31.4,0.0
2023-04-08 01:00:00,4.4,48.2,25.4,0.0
2023-04-08 02:00:00,2.5,46.4,25.8,0.0
2023-04-08 03:00:00,4.3,44.6,28.6,0.0
2023-04-08 04:00:00,2.4,44.0,25.7,0.0
2023-04-08 05:00:00,5.4,42.8,24.3,0.0
2023-04-08 06:00:00,5.4,41.8,22.8,0.0
2023-04-08 07:00:00,7.9,41.0,23.5,0.0
2023-04-08 08:00:00,6.6,40.6,25.6,0.0
2023-04-08 09:00:00,9.1,41.7,24.5,0.0
2023-04-08 10:00:00,8.6,43.2,25.4,0.0
2023-04-08 11:00:00,10.1,44.8,26.0,0.0
2023-04-08 12:00:00,9.7,46.1,24.7,0.0
2023-04-08 13:00:00,6.7,47.5,22.6,0.0
2023-04-08 14:00:00,6.6,48.2,23.2,0.0
2023-04-08 15:00:00,5.2,48.6,22.9,0.0
2023-04-08 16:00:00,4.3,48.9,23.2,0.0
2023-04-08 17:00:00,4.5,49.1,22.8,0.0
2023-04-08 18:00:00,4.6,48.5,25.0,0.0
2023-04-08 19:00:00,4.4,47.7,24.2,0.0
2023-04-08 20:00:00,3.0,46.5,24.9,0.0
2023-04-08 21:00:00,1.5,45.6,24.5,0.0
2023-04-08 22:00:00,2.7,42.6,30.0,0.0
2023-04-08 23:00:00,1.3,42.2,29.7,0.0
2023-04-09 00:00:00,1.2,39.4,28.5,0.0
2023-04-09 01:00:00,1.5,37.4,30.1,0.0
2023-04-09 02:00:00,1.2,36.0,29.3,0.0
2023-04-09 03:00:00,1.4,33.8,28.5,0.0
2023-04-09 04:00:00,1.5,31.9,27.0,0.0
2023-04-09 05:00:00,1.7,31.5,26.6,0.0
2023-04-09 06:00:00,1.8,32.3,26.8,0.0
2023-04-09 07:00:00,1.2,30.3,26.7,0.0
2023-04-09 08:00:00,1.7,32.4,28.6,0.0
2023-04-09 09:00:00,2.9,38.4,30.0,0.0
2023-04-09 10:00:00,3.4,45.3,31.2,0.0
2023-04-09 11:00:00,3.5,50.4,29.2,0.0
2023-04-09 12:00:00,4.7,53.2,26.6,0.0
2023-04-09 13:00:00,4.2,54.8,23.9,0.0
2023-04-09 14:00:00,5.4,56.1,26.3,0.0
2023-04-09 15:00:00,5.7,57.7,27.3,0.0
2023-04-09 16:00:00,3.4,57.9,25.0,0.0
2023-04-09 17:00:00,3.4,58.9,25.3,0.0
2023-04-09 18:00:00,3.2,59.2,23.4,0.0
2023-04-09 19:00:00,3.6,58.6,21.9,0.0
2023-04-09 20:00:00,2.1,56.2,23.3,0.0
2023-04-09 21:00:00,4.1,52.9,23.6,0.0
2023-04-09 22:00:00,4.7,51.8,24.0,0.0
2023-04-09 23:00:00,4.5,50.1,24.1,0.0
2023-04-10 00:00:00,1.7,47.9,28.3,0.0
2023-04-10 01:00:00,6.4,46.0,28.3,0.0
2023-04-10 02:00:00,4.2,44.2,30.4,0.0
2023-04-10 03:00:00,6.1,44.2,30.1,0.0
2023-04-10 04:00:00,4.3,43.2,29.2,0.0
2023-04-10 05:00:00,4.5,41.6,29.5,0.0
2023-04-10 06:00:00,2.8,40.2,29.1,0.0
2023-04-10 07:00:00,2.2,35.9,29.5,0.0
2023-04-10 08:00:00,1.4,40.0,32.6,0.0
2023-04-10 09:00:00,4.4,45.2,33.1,0.0
2023-04-10 10:00:00,4.2,49.6,34.5,0.0
2023-04-10 11:00:00,4.8,53.4,32.0,0.0
2023-04-10 12:00:00,4.8,57.5,32.8,0.0
2023-04-10 13:00:00,4.9,58.7,27.6,0.0
2023-04-10 14:00:00,4.2,60.3,28.4,0.0
2023-04-10 15:00:00,4.1,61.3,25.6,0.0
2023-04-10 16:00:00,6.0,62.4,24.0,0.0
2023-04-10 17:00:00,3.8,63.1,24.2,0.0
2023-04-10 18:00:00,3.9,63.4,23.4,0.0
2023-04-10 19:00:00,5.5,63.2,23.4,0.0
2023-04-10 20:00:00,3.2,61.4,25.3,0.0
2023-04-10 21:00:00,3.5,57.9,26.4,0.0
2023-04-10 22:00:00,6.2,55.3,26.6,0.0
2023-04-10 23:00:00,7.8,53.8,29.9,0.0
2023-04-11 00:00:00,6.4,52.2,31.4,0.0
2023-04-11 01:00:00,7.4,50.9,31.8,0.0
2023-04-11 02:00:00,6.5,49.5,31.8,0.0
2023-04-11 03:00:00,3.8,47.1,31.5,0.0
2023-04-11 04:00:00,3.3,45.7,31.2,0.0
2023-04-11 05:00:00,3.3,45.2,31.1,0.0
2023-04-11 06:00:00,2.9,44.2,31.1,0.0
2023-04-11 07:00:00,1.7,40.1,31.7,0.0
2023-04-11 08:00:00,1.1,41.6,34.5,0.0
2023-04-11 09:00:00,1.8,49.1,34.7,0.0
2023-04-11 10:00:00,2.6,55.9,33.7,0.0
2023-04-11 11:00:00,2.7,61.4,36.7,0.0
2023-04-11 12:00:00,3.7,67.5,33.7,0.0
2023-04-11 13:00:00,5.8,69.3,28.5,0.0
2023-04-11 14:00:00,4.2,71.0,31.5,0.0
2023-04-11 15:00:00,6.0,73.9,30.3,0.0
2023-04-11 16:00:00,6.2,74.8,28.9,0.0
2023-04-11 17:00:00,5.5,75.2,30.1,0.0
2023-04-11 18:00:00,3.8,74.7,27.4,0.0
2023-04-11 19:00:00,3.3,74.1,27.6,0.0
2023-04-11 20:00:00,2.6,71.7,24.4,0.0
2023-04-11 21:00:00,2.6,70.5,24.8,0.0
2023-04-11 22:00:00,2.4,68.0,25.5,0.0
2023-04-11 23:00:00,1.0,60.4,31.8,0.0
2023-04-12 00:00:00,2.2,60.8,31.0,0.0
2023-04-12 01:00:00,2.1,62.5,27.4,0.0
2023-04-12 02:00:00,4.7,65.4,26.7,0.0
2023-04-12 03:00:00,3.1,65.5,27.2,0.0
2023-04-12 04:00:00,1.1,62.2,33.0,0.0
2023-04-12 05:00:00,2.5,64.1,30.0,0.0
2023-04-12 06:00:00,2.3,62.1,30.8,0.0
2023-04-12 07:00:00,2.1,62.8,31.8,0.0
2023-04-12 08:00:00,1.3,64.4,36.6,0.0
2023-04-12 09:00:00,4.0,68.1,38.0,0.0
2023-04-12 10:00:00,6.6,71.1,39.1,0.0
2023-04-12 11:00:00,5.9,73.5,41.4,0.0
2023-04-12 12:00:00,6.5,76.4,45.1,0.0
2023-04-12 13:00:00,7.1,78.4,45.6,0.0
2023-04-12 14:00:00,7.2,79.9,45.3,0.0
2023-04-12 15:00:00,5.4,81.0,46.0,0.0
2023-04-12 16:00:00,5.2,81.4,46.3,0.0
2023-04-12 17:00:00,6.0,81.8,45.1,0.0
2023-04-12 18:00:00,5.0,81.8,44.2,0.0
2023-04-12 19:00:00,4.0,80.4,42.4,0.0
2023-04-12 20:00:00,2.7,78.3,41.1,0.0
2023-04-12 21:00:00,2.4,75.3,41.7,0.0
2023-04-12 22:00:00,2.3,70.4,42.2,0.0
2023-04-12 23:00:00,1.9,67.8,43.0,0.0
2023-04-13 00:00:00,2.3,64.6,46.2,0.0
2023-04-13 01:00:00,1.3,64.1,43.3,0.0
2023-04-13 02:00:00,1.8,62.7,41.4,0.0
2023-04-13 03:00:00,1.0,64.8,42.0,0.0
2023-04-13 04:00:00,2.0,56.9,42.9,0.0
2023-04-13 05:00:00,1.8,56.3,42.8,0.0
2023-04-13 06:00:00,2.2,53.1,42.2,0.0
2023-04-13 07:00:00,1.8,56.0,41.6,0.0
2023-04-13 08:00:00,0.9,60.1,47.7,0.0
2023-04-13 09:00:00,2.2,68.2,41.3,0.0
2023-04-13 10:00:00,3.0,72.9,44.0,0.0
2023-04-13 11:00:00,4.1,76.8,45.4,0.0
2023-04-13 12:00:00,4.1,78.2,44.7,0.0
2023-04-13 13:00:00,5.5,79.5,43.9,0.0
2023-04-13 14:00:00,5.4,81.5,45.4,0.0
2023-04-13 15:00:00,5.4,83.2,42.3,0.0
2023-04-13 16:00:00,6.6,84.0,42.2,0.0
2023-04-13 17:00:00,6.3,85.0,42.6,0.0
2023-04-13 18:00:00,7.1,84.9,41.5,0.0
2023-04-13 19:00:00,6.1,84.0,42.4,0.0
2023-04-13 20:00:00,6.4,80.3,41.1,0.0
2023-04-13 21:00:00,5.0,77.6,39.3,0.0
2023-04-13 22:00:00,4.5,75.5,39.7,0.0
2023-04-13 23:00:00,4.6,73.4,40.5,0.0
2023-04-14 00:00:00,5.9,72.0,40.3,0.0
2023-04-14 01:00:00,4.8,69.9,41.3,0.0
2023-04-14 02:00:00,3.3,67.5,42.8,0.0
2023-04-14 03:00:00,5.1,66.5,42.6,0.0
2023-04-14 04:00:00,1.0,59.2,43.9,0.0
2023-04-14 05:00:00,1.3,56.0,45.5,0.0
2023-04-14 06:00:00,1.7,53.3,45.4,0.0
2023-04-14 07:00:00,2.8,56.6,45.6,0.0
2023-04-14 08:00:00,0.8,55.7,48.0,0.0
2023-04-14 09:00:00,4.2,63.6,46.0,0.0
2023-04-14 10:00:00,5.7,66.6,47.5,0.0
2023-04-14 11:00:00,3.6,69.5,49.2,0.0
2023-04-14 12:00:00,5.6,72.7,45.9,0.0
2023-04-14 13:00:00,6.8,75.9,47.3,0.0
2023-04-14 14:00:00,7.8,78.2,46.4,0.0
2023-04-14 15:00:00,8.7,79.6,45.8,0.0
2023-04-14 16:00:00,8.1,79.1,46.0,0.0
2023-04-14 17:00:00,7.9,79.6,48.3,0.0
2023-04-14 18:00:00,7.8,77.8,55.5,0.0
2023-04-14 19:00:00,12.9,75.7,60.3,0.0
2023-04-14 20:00:00,6.9,72.9,60.8,0.0
2023-04-14 21:00:00,9.5,70.2,61.9,0.0
2023-04-14 22:00:00,7.2,68.3,62.3,0.0
2023-04-14 23:00:00,8.9,66.2,61.8,0.0
2023-04-15 00:00:00,5.5,65.1,62.2,0.0
2023-04-15 01:00:00,4.9,64.9,62.7,0.0
2023-04-15 02:00:00,4.7,64.4,62.6,0.0
2023-04-15 03:00:00,5.0,64.8,62.7,0.0
2023-04-15 04:00:00,4.5,64.5,62.7,0.0
2023-04-15 05:00:00,4.6,64.6,63.3,0.0
2023-04-15 06:00:00,4.2,64.5,63.4,0.0
2023-04-15 07:00:00,1.8,64.2,63.3,0.0
2023-04-15 08:00:00,4.0,64.7,63.7,0.0
2023-04-15 09:00:00,6.8,65.6,63.2,0.0
2023-04-15 10:00:00,5.8,67.2,62.9,0.0
2023-04-15 11:00:00,7.5,68.6,61.8,0.0
2023-04-15 12:00:00,6.4,71.1,61.9,0.0
2023-04-15 13:00:00,10.1,65.1,59.0,0.01
2023-04-15 14:00:00,4.9,66.7,61.8,0.2
2023-04-15 15:00:00,6.8,68.3,59.1,0.0
2023-04-15 16:00:00,5.8,68.6,58.2,0.0
2023-04-15 17:00:00,2.7,70.5,58.0,0.0
2023-04-15 18:00:00,1.2,70.3,58.9,0.0
2023-04-15 19:00:00,1.3,71.3,58.4,0.0
2023-04-15 20:00:00,2.9,70.0,59.6,0.0
2023-04-15 21:00:00,2.9,68.1,60.2,0.0
2023-04-15 22:00:00,3.4,65.5,59.0,0.0
2023-04-15 23:00:00,6.0,65.1,59.8,0.0
2023-04-16 00:00:00,5.5,66.5,59.1,0.0
2023-04-16 01:00:00,2.8,65.1,59.3,0.0
2023-04-16 02:00:00,3.6,64.4,59.4,0.0
2023-04-16 03:00:00,1.6,58.5,56.1,0.0
2023-04-16 04:00:00,1.5,59.2,57.1,0.0
2023-04-16 05:00:00,1.5,57.8,56.3,0.0
2023-04-16 06:00:00,2.2,58.2,57.6,0.0
2023-04-16 07:00:00,0.6,56.7,55.2,0.0
2023-04-16 08:00:00,1.5,58.6,58.5,0.0
2023-04-16 09:00:00,1.7,66.3,60.1,0.0
2023-04-16 10:00:00,2.8,70.3,58.9,0.0
2023-04-16 11:00:00,3.4,73.8,56.6,0.0
2023-04-16 12:00:00,4.7,75.2,57.0,0.0
2023-04-16 13:00:00,7.3,77.9,56.6,0.0
2023-04-16 14:00:00,7.4,78.3,55.5,0.0
2023-04-16 15:00:00,10.7,79.1,54.6,0.0
2023-04-16 16:00:00,9.9,78.6,53.7,0.0
2023-04-16 17:00:00,7.8,78.7,55.4,0.0
2023-04-16 18:00:00,8.4,77.0,56.6,0.0
2023-04-16 19:00:00,6.7,75.8,57.7,0.0
2023-04-16 20:00:00,13.4,75.6,56.2,0.0
2023-04-16 21:00:00,9.7,74.2,57.2,0.0
2023-04-16 22:00:00,9.5,73.2,57.2,0.0
2023-04-16 23:00:00,10.8,72.4,57.7,0.0
2023-04-17 00:00:00,7.3,71.0,58.4,0.0
2023-04-17 01:00:00,6.7,61.1,49.5,0.0
2023-04-17 02:00:00,4.4,56.6,52.3,0.02
2023-04-17 03:00:00,5.6,56.9,50.4,0.0
2023-04-17 04:00:00,4.0,55.6,50.3,0.0
2023-04-17 05:00:00,4.5,55.0,49.2,0.0
2023-04-17 06:00:00,6.6,54.6,46.6,0.0
2023-04-17 07:00:00,5.3,52.6,37.0,0.0
2023-04-17 08:00:00,2.7,52.5,35.8,0.0
2023-04-17 09:00:00,4.6,54.7,33.9,0.0
2023-04-17 10:00:00,5.2,56.3,34.7,0.0
2023-04-17 11:00:00,5.5,58.3,34.9,0.0
2023-04-17 12:00:00,6.7,60.0,35.4,0.0
2023-04-17 13:00:00,7.6,60.9,35.8,0.0
2023-04-17 14:00:00,5.0,62.5,37.2,0.0
2023-04-17 15:00:00,6.4,63.1,36.9,0.0
2023-04-17 16:00:00,6.5,61.8,35.8,0.0
2023-04-17 17:00:00,6.9,60.9,35.4,0.0
2023-04-17 18:00:00,6.8,57.8,32.9,0.0
2023-04-17 19:00:00,3.8,56.2,32.8,0.0
2023-04-17 20:00:00,3.9,55.3,32.7,0.0
2023-04-17 21:00:00,4.6,54.7,32.9,0.0
2023-04-17 22:00:00,6.2,54.5,32.9,0.0
2023-04-17 23:00:00,6.9,53.7,33.5,0.0
2023-04-18 00:00:00,6.9,51.6,35.4,0.0
2023-04-18 01:00:00,5.3,52.0,34.3,0.0
2023-04-18 02:00:00,2.3,51.7,33.9,0.0
2023-04-18 03:00:00,1.9,51.3,34.5,0.0
2023-04-18 04:00:00,1.9,50.3,35.6,0.0
2023-04-18 05:00:00,4.8,49.0,35.8,0.0
2023-04-18 06:00:00,4.8,49.7,35.1,0.0
2023-04-18 07:00:00,3.9,51.4,30.2,0.0
2023-04-18 08:00:00,4.2,52.6,30.5,0.0
2023-04-18 09:00:00,4.2,55.5,31.0,0.0
2023-04-18 10:00:00,6.3,57.1,28.9,0.0
2023-04-18 11:00:00,6.6,59.4,29.9,0.0
2023-04-18 12:00:00,6.2,61.6,30.3,0.0
2023-04-18 13:00:00,8.1,63.7,30.0,0.0
2023-04-18 14:00:00,8.0,64.8,29.1,0.0
2023-04-18 15:00:00,5.4,66.3,31.1,0.0
2023-04-18 16:00:00,6.9,66.3,28.8,0.0
2023-04-18 17:00:00,6.4,66.5,28.2,0.0
2023-04-18 18:00:00,6.4,66.0,24.8,0.0
2023-04-18 19:00:00,6.7,64.7,23.7,0.0
2023-04-18 20:00:00,9.4,60.3,30.4,0.0
2023-04-18 21:00:00,6.7,55.7,33.1,0.0
2023-04-18 22:00:00,4.7,52.3,32.4,0.0
2023-04-18 23:00:00,4.4,49.3,31.1,0.0
2023-04-19 00:00:00,5.0,46.8,30.1,0.0
2023-04-19 01:00:00,1.3,44.1,30.8,0.0
2023-04-19 02:00:00,1.4,42.4,31.4,0.0
2023-04-19 03:00:00,1.7,38.6,33.1,0.0
2023-04-19 04:00:00,1.3,37.0,32.7,0.0
2023-04-19 05:00:00,1.7,36.3,32.6,0.0
2023-04-19 06:00:00,1.4,35.1,31.5,0.0
2023-04-19 07:00:00,1.6,33.2,30.4,0.0
2023-04-19 08:00:00,1.4,39.3,35.4,0.0
2023-04-19 09:00:00,3.1,49.3,37.5,0.0
2023-04-19 10:00:00,3.5,54.0,36.5,0.0
2023-04-19 11:00:00,3.9,58.3,34.8,0.0
2023-04-19 12:00:00,5.2,60.3,35.3,0.0
2023-04-19 13:00:00,4.9,64.1,33.2,0.0
2023-04-19 14:00:00,5.5,65.7,31.5,0.0
2023-04-19 15:00:00,6.9,68.5,31.1,0.0
2023-04-19 16:00:00,4.7,70.2,29.0,0.0
2023-04-19 17:00:00,3.7,72.9,30.9,0.0
2023-04-19 18:00:00,3.7,73.3,30.3,0.0
2023-04-19 19:00:00,2.1,73.1,31.1,0.0
2023-04-19 20:00:00,3.6,69.0,34.8,0.0
2023-04-19 21:00:00,3.2,62.9,39.6,0.0
2023-04-19 22:00:00,1.1,56.9,40.8,0.0
2023-04-19 23:00:00,2.4,55.0,41.7,0.0
2023-04-20 00:00:00,1.5,54.3,39.7,0.0
2023-04-20 01:00:00,1.4,51.1,40.6,0.0
2023-04-20 02:00:00,1.1,49.2,41.3,0.0
2023-04-20 03:00:00,2.7,48.8,40.9,0.0
2023-04-20 04:00:00,1.1,48.2,40.4,0.0
2023-04-20 05:00:00,2.1,46.7,41.2,0.0
2023-04-20 06:00:00,1.1,46.4,42.1,0.0
2023-04-20 07:00:00,1.1,46.4,41.5,0.0
2023-04-20 08:00:00,3.0,50.9,42.7,0.0
2023-04-20 09:00:00,3.3,55.2,44.5,0.0
2023-04-20 10:00:00,2.6,60.0,49.5,0.0
2023-04-20 11:00:00,2.9,65.1,50.8,0.0
2023-04-20 12:00:00,2.8,70.3,48.5,0.0
2023-04-20 13:00:00,3.4,74.5,49.8,0.0
2023-04-20 14:00:00,3.1,78.3,50.2,0.0
2023-04-20 15:00:00,5.4,81.5,48.4,0.0
2023-04-20 16:00:00,3.8,83.3,41.2,0.0
2023-04-20 17:00:00,5.3,84.8,46.5,0.0
2023-04-20 18:00:00,8.1,85.5,43.8,0.0
2023-04-20 19:00:00,6.9,83.2,47.8,0.0
2023-04-20 20:00:00,5.5,79.2,47.3,0.0
2023-04-20 21:00:00,4.4,75.2,55.2,0.0
2023-04-20 22:00:00,6.5,72.9,57.5,0.0
2023-04-20 23:00:00,6.7,71.2,56.2,0.0
2023-04-21 00:00:00,6.1,69.3,54.6,0.0
